book_fy,section,fund,dept_code,object_code,account,name,fiscal_year,measure,amount
2024,expenditure,municipal,1100,51011,1100-51011,Salaries and Wages,2021,budget,536773.0
2024,expenditure,municipal,1100,51011,1100-51011,Salaries and Wages,2022,budget,555386.0
2024,expenditure,municipal,1100,51011,1100-51011,Salaries and Wages,2023,budget,581228.0
2024,expenditure,municipal,1100,51011,1100-51011,Salaries and Wages,2024,budget,652046.0
2024,expenditure,municipal,1100,51012,1100-51012,Part-Time Wages,2021,budget,19711.0
2024,expenditure,municipal,1100,51012,1100-51012,Part-Time Wages,2022,budget,22151.0
2024,expenditure,municipal,1100,51012,1100-51012,Part-Time Wages,2023,budget,14065.0
2024,expenditure,municipal,1100,51012,1100-51012,Part-Time Wages,2024,budget,14824.0
2024,expenditure,municipal,1100,51013,1100-51013,Overtime,2021,budget,11000.0
2024,expenditure,municipal,1100,51013,1100-51013,Overtime,2022,budget,12000.0
2024,expenditure,municipal,1100,51013,1100-51013,Overtime,2023,budget,12000.0
2024,expenditure,municipal,1100,51013,1100-51013,Overtime,2024,budget,12000.0
2024,expenditure,municipal,1100,51018,1100-51018,Town Council Stipends,2021,budget,7000.0
2024,expenditure,municipal,1100,51018,1100-51018,Town Council Stipends,2022,budget,7000.0
2024,expenditure,municipal,1100,51018,1100-51018,Town Council Stipends,2023,budget,7000.0
2024,expenditure,municipal,1100,51018,1100-51018,Town Council Stipends,2024,budget,7000.0
2024,expenditure,municipal,1100,51020,1100-51020,Volunteer Development,2021,budget,4500.0
2024,expenditure,municipal,1100,51020,1100-51020,Volunteer Development,2022,budget,4500.0
2024,expenditure,municipal,1100,51020,1100-51020,Volunteer Development,2023,budget,4500.0
2024,expenditure,municipal,1100,51020,1100-51020,Volunteer Development,2024,budget,4500.0
2024,expenditure,municipal,1100,52024,1100-52024,Dues/Memberships,2021,budget,2280.0
2024,expenditure,municipal,1100,52024,1100-52024,Dues/Memberships,2022,budget,2280.0
2024,expenditure,municipal,1100,52024,1100-52024,Dues/Memberships,2023,budget,2280.0
2024,expenditure,municipal,1100,52024,1100-52024,Dues/Memberships,2024,budget,2280.0
2024,expenditure,municipal,1100,52026,1100-52026,Professional Development,2021,budget,8350.0
2024,expenditure,municipal,1100,52026,1100-52026,Professional Development,2022,budget,8350.0
2024,expenditure,municipal,1100,52026,1100-52026,Professional Development,2023,budget,8350.0
2024,expenditure,municipal,1100,52026,1100-52026,Professional Development,2024,budget,8350.0
2024,expenditure,municipal,1100,52027,1100-52027,Supplies,2021,budget,15100.0
2024,expenditure,municipal,1100,52027,1100-52027,Supplies,2022,budget,15100.0
2024,expenditure,municipal,1100,52027,1100-52027,Supplies,2023,budget,15100.0
2024,expenditure,municipal,1100,52027,1100-52027,Supplies,2024,budget,19000.0
2024,expenditure,municipal,1100,52032,1100-52032,Telephone,2021,budget,4400.0
2024,expenditure,municipal,1100,52032,1100-52032,Telephone,2022,budget,4400.0
2024,expenditure,municipal,1100,52032,1100-52032,Telephone,2023,budget,4400.0
2024,expenditure,municipal,1100,52032,1100-52032,Telephone,2024,budget,5400.0
2024,expenditure,municipal,1100,52037,1100-52037,Auto Allowances/Mileage,2021,budget,2000.0
2024,expenditure,municipal,1100,52037,1100-52037,Auto Allowances/Mileage,2022,budget,2000.0
2024,expenditure,municipal,1100,52037,1100-52037,Auto Allowances/Mileage,2023,budget,2000.0
2024,expenditure,municipal,1100,52037,1100-52037,Auto Allowances/Mileage,2024,budget,2000.0
2024,expenditure,municipal,1100,52065,1100-52065,Audit,2021,budget,16000.0
2024,expenditure,municipal,1100,52065,1100-52065,Audit,2022,budget,17000.0
2024,expenditure,municipal,1100,52065,1100-52065,Audit,2023,budget,17500.0
2024,expenditure,municipal,1100,52065,1100-52065,Audit,2024,budget,17500.0
2024,expenditure,municipal,1100,52067,1100-52067,Elections,2021,budget,11600.0
2024,expenditure,municipal,1100,52067,1100-52067,Elections,2022,budget,14000.0
2024,expenditure,municipal,1100,52067,1100-52067,Elections,2023,budget,14000.0
2024,expenditure,municipal,1100,52067,1100-52067,Elections,2024,budget,17500.0
2024,expenditure,municipal,1100,52069,1100-52069,Annual Report,2021,budget,2600.0
2024,expenditure,municipal,1100,52069,1100-52069,Annual Report,2022,budget,2600.0
2024,expenditure,municipal,1100,52069,1100-52069,Annual Report,2023,budget,2600.0
2024,expenditure,municipal,1100,52069,1100-52069,Annual Report,2024,budget,2600.0
2024,expenditure,municipal,1100,52070,1100-52070,Sewer Billing,2021,budget,11500.0
2024,expenditure,municipal,1100,52070,1100-52070,Sewer Billing,2022,budget,11500.0
2024,expenditure,municipal,1100,52070,1100-52070,Sewer Billing,2023,budget,11500.0
2024,expenditure,municipal,1100,52070,1100-52070,Sewer Billing,2024,budget,8500.0
2024,expenditure,municipal,1100,52071,1100-52071,Postage,2021,budget,15500.0
2024,expenditure,municipal,1100,52071,1100-52071,Postage,2022,budget,16500.0
2024,expenditure,municipal,1100,52071,1100-52071,Postage,2023,budget,16500.0
2024,expenditure,municipal,1100,52071,1100-52071,Postage,2024,budget,16500.0
2024,expenditure,municipal,1100,52073,1100-52073,Printing,2021,budget,2200.0
2024,expenditure,municipal,1100,52073,1100-52073,Printing,2022,budget,2200.0
2024,expenditure,municipal,1100,52073,1100-52073,Printing,2023,budget,2200.0
2024,expenditure,municipal,1100,52073,1100-52073,Printing,2024,budget,3000.0
2024,expenditure,municipal,1100,52077,1100-52077,Advertising,2021,budget,1800.0
2024,expenditure,municipal,1100,52077,1100-52077,Advertising,2022,budget,5000.0
2024,expenditure,municipal,1100,52077,1100-52077,Advertising,2023,budget,6500.0
2024,expenditure,municipal,1100,52077,1100-52077,Advertising,2024,budget,12000.0
2024,expenditure,municipal,1100,52079,1100-52079,Legal and Professional,2021,budget,68000.0
2024,expenditure,municipal,1100,52079,1100-52079,Legal and Professional,2022,budget,85000.0
2024,expenditure,municipal,1100,52079,1100-52079,Legal and Professional,2023,budget,76000.0
2024,expenditure,municipal,1100,52079,1100-52079,Legal and Professional,2024,budget,93000.0
2024,expenditure,municipal,1100,52080,1100-52080,Contracted Services-Assessing,2021,budget,105342.0
2024,expenditure,municipal,1100,52080,1100-52080,Contracted Services-Assessing,2022,budget,111485.0
2024,expenditure,municipal,1100,52080,1100-52080,Contracted Services-Assessing,2023,budget,115944.0
2024,expenditure,municipal,1100,52080,1100-52080,Contracted Services-Assessing,2024,budget,124594.0
2024,expenditure,municipal,1100,52081,1100-52081,Tax Maps,2021,budget,4500.0
2024,expenditure,municipal,1100,52081,1100-52081,Tax Maps,2022,budget,6800.0
2024,expenditure,municipal,1100,52081,1100-52081,Tax Maps,2023,budget,6800.0
2024,expenditure,municipal,1100,52081,1100-52081,Tax Maps,2024,budget,5900.0
2024,expenditure,municipal,1100,52082,1100-52082,Transfer to Technology Reserve,2024,budget,5000.0
2024,expenditure,municipal,1100,52083,1100-52083,Registry Service,2021,budget,3500.0
2024,expenditure,municipal,1100,52083,1100-52083,Registry Service,2022,budget,2900.0
2024,expenditure,municipal,1100,52083,1100-52083,Registry Service,2023,budget,2900.0
2024,expenditure,municipal,1100,52083,1100-52083,Registry Service,2024,budget,1600.0
2024,expenditure,municipal,1100,53001,1100-53001,Gen Gov't Capital Outlays,2021,budget,26000.0
2024,expenditure,municipal,1100,53001,1100-53001,Gen Gov't Capital Outlays,2022,budget,6000.0
2024,expenditure,municipal,1100,53001,1100-53001,Gen Gov't Capital Outlays,2023,budget,6000.0
2024,expenditure,municipal,1100,53001,1100-53001,Gen Gov't Capital Outlays,2024,budget,5000.0
2024,expenditure,municipal,1110,52085,1110-52085,Property Insurance,2021,budget,41196.0
2024,expenditure,municipal,1110,52085,1110-52085,Property Insurance,2022,budget,46287.0
2024,expenditure,municipal,1110,52085,1110-52085,Property Insurance,2023,budget,46287.0
2024,expenditure,municipal,1110,52085,1110-52085,Property Insurance,2024,budget,42000.0
2024,expenditure,municipal,1110,52087,1110-52087,Automobile Insurance,2021,budget,39592.0
2024,expenditure,municipal,1110,52087,1110-52087,Automobile Insurance,2022,budget,40920.0
2024,expenditure,municipal,1110,52087,1110-52087,Automobile Insurance,2023,budget,43375.0
2024,expenditure,municipal,1110,52087,1110-52087,Automobile Insurance,2024,budget,46262.0
2024,expenditure,municipal,1110,52089,1110-52089,Workers' Compensation Insurance,2021,budget,182123.0
2024,expenditure,municipal,1110,52089,1110-52089,Workers' Compensation Insurance,2022,budget,168117.0
2024,expenditure,municipal,1110,52089,1110-52089,Workers' Compensation Insurance,2023,budget,181778.0
2024,expenditure,municipal,1110,52089,1110-52089,Workers' Compensation Insurance,2024,budget,195746.0
2024,expenditure,municipal,1110,52091,1110-52091,Liability Insurance,2021,budget,41198.0
2024,expenditure,municipal,1110,52091,1110-52091,Liability Insurance,2022,budget,41198.0
2024,expenditure,municipal,1110,52091,1110-52091,Liability Insurance,2023,budget,41198.0
2024,expenditure,municipal,1110,52091,1110-52091,Liability Insurance,2024,budget,47165.0
2024,expenditure,municipal,1115,51101,1115-51101,Other Insurance Benefits,2021,budget,14350.0
2024,expenditure,municipal,1115,51101,1115-51101,Other Insurance Benefits,2022,budget,14150.0
2024,expenditure,municipal,1115,51101,1115-51101,Other Insurance Benefits,2023,budget,16050.0
2024,expenditure,municipal,1115,51101,1115-51101,Other Insurance Benefits,2024,budget,16050.0
2024,expenditure,municipal,1115,52093,1115-52093,Group Life Insurance,2021,budget,28978.0
2024,expenditure,municipal,1115,52093,1115-52093,Group Life Insurance,2022,budget,30678.0
2024,expenditure,municipal,1115,52093,1115-52093,Group Life Insurance,2023,budget,32105.0
2024,expenditure,municipal,1115,52093,1115-52093,Group Life Insurance,2024,budget,36895.0
2024,expenditure,municipal,1115,52095,1115-52095,Retirement Plans,2021,budget,433361.0
2024,expenditure,municipal,1115,52095,1115-52095,Retirement Plans,2022,budget,458673.0
2024,expenditure,municipal,1115,52095,1115-52095,Retirement Plans,2023,budget,474862.0
2024,expenditure,municipal,1115,52095,1115-52095,Retirement Plans,2024,budget,564179.0
2024,expenditure,municipal,1115,52097,1115-52097,FICA,2021,budget,403993.0
2024,expenditure,municipal,1115,52097,1115-52097,FICA,2022,budget,426945.0
2024,expenditure,municipal,1115,52097,1115-52097,FICA,2023,budget,455388.0
2024,expenditure,municipal,1115,52097,1115-52097,FICA,2024,budget,510470.0
2024,expenditure,municipal,1115,52099,1115-52099,Health & Dental Insurance,2021,budget,1209893.0
2024,expenditure,municipal,1115,52099,1115-52099,Health & Dental Insurance,2022,budget,1248205.0
2024,expenditure,municipal,1115,52099,1115-52099,Health & Dental Insurance,2023,budget,1229316.0
2024,expenditure,municipal,1115,52099,1115-52099,Health & Dental Insurance,2024,budget,1366726.0
2024,expenditure,municipal,1120,52030,1120-52030,Fuel Oil/Propane,2021,budget,8978.0
2024,expenditure,municipal,1120,52030,1120-52030,Fuel Oil/Propane,2022,budget,9792.0
2024,expenditure,municipal,1120,52030,1120-52030,Fuel Oil/Propane,2023,budget,8935.0
2024,expenditure,municipal,1120,52030,1120-52030,Fuel Oil/Propane,2024,budget,16754.0
2024,expenditure,municipal,1120,52031,1120-52031,Power,2021,budget,23000.0
2024,expenditure,municipal,1120,52031,1120-52031,Power,2022,budget,15200.0
2024,expenditure,municipal,1120,52031,1120-52031,Power,2023,budget,15200.0
2024,expenditure,municipal,1120,52031,1120-52031,Power,2024,budget,9000.0
2024,expenditure,municipal,1120,52033,1120-52033,Water,2021,budget,2350.0
2024,expenditure,municipal,1120,52033,1120-52033,Water,2022,budget,2350.0
2024,expenditure,municipal,1120,52033,1120-52033,Water,2023,budget,2460.0
2024,expenditure,municipal,1120,52033,1120-52033,Water,2024,budget,2583.0
2024,expenditure,municipal,1120,52043,1120-52043,Building Repairs and Maintenance,2021,budget,35004.0
2024,expenditure,municipal,1120,52043,1120-52043,Building Repairs and Maintenance,2022,budget,34538.0
2024,expenditure,municipal,1120,52043,1120-52043,Building Repairs and Maintenance,2023,budget,34894.0
2024,expenditure,municipal,1120,52043,1120-52043,Building Repairs and Maintenance,2024,budget,35975.0
2024,expenditure,municipal,1120,52044,1120-52044,Furniture and Equipment,2021,budget,2000.0
2024,expenditure,municipal,1120,52044,1120-52044,Furniture and Equipment,2022,budget,4200.0
2024,expenditure,municipal,1120,52044,1120-52044,Furniture and Equipment,2023,budget,4200.0
2024,expenditure,municipal,1120,52044,1120-52044,Furniture and Equipment,2024,budget,4200.0
2024,expenditure,municipal,1120,52047,1120-52047,Cleaning Services,2021,budget,53500.0
2024,expenditure,municipal,1120,52047,1120-52047,Cleaning Services,2022,budget,53500.0
2024,expenditure,municipal,1120,52047,1120-52047,Cleaning Services,2023,budget,54000.0
2024,expenditure,municipal,1120,52047,1120-52047,Cleaning Services,2024,budget,54000.0
2024,expenditure,municipal,1120,52103,1120-52103,Grounds Maintenance,2021,budget,1000.0
2024,expenditure,municipal,1120,52103,1120-52103,Grounds Maintenance,2022,budget,1000.0
2024,expenditure,municipal,1120,52103,1120-52103,Grounds Maintenance,2023,budget,1000.0
2024,expenditure,municipal,1120,52103,1120-52103,Grounds Maintenance,2024,budget,1000.0
2024,expenditure,municipal,1120,52105,1120-52105,East Main St. Community House,2021,budget,3503.0
2024,expenditure,municipal,1120,52105,1120-52105,East Main St. Community House,2022,budget,3169.0
2024,expenditure,municipal,1120,52105,1120-52105,East Main St. Community House,2023,budget,2719.0
2024,expenditure,municipal,1120,52105,1120-52105,East Main St. Community House,2024,budget,3829.0
2024,expenditure,municipal,1120,52106,1120-52106,North Road House,2021,budget,6500.0
2024,expenditure,municipal,1120,52106,1120-52106,North Road House,2022,budget,6000.0
2024,expenditure,municipal,1120,52106,1120-52106,North Road House,2023,budget,1000.0
2024,expenditure,municipal,1120,52106,1120-52106,North Road House,2024,budget,1000.0
2024,expenditure,municipal,1120,52107,1120-52107,CI Community House,2021,budget,1000.0
2024,expenditure,municipal,1120,52107,1120-52107,CI Community House,2022,budget,1050.0
2024,expenditure,municipal,1120,52107,1120-52107,CI Community House,2023,budget,1100.0
2024,expenditure,municipal,1120,52107,1120-52107,CI Community House,2024,budget,647.0
2024,expenditure,municipal,1120,52109,1120-52109,Old Baptist Meeting House,2021,budget,1800.0
2024,expenditure,municipal,1120,52109,1120-52109,Old Baptist Meeting House,2022,budget,1800.0
2024,expenditure,municipal,1120,52109,1120-52109,Old Baptist Meeting House,2023,budget,1800.0
2024,expenditure,municipal,1120,52109,1120-52109,Old Baptist Meeting House,2024,budget,1800.0
2024,expenditure,municipal,1120,52111,1120-52111,Log Cabin,2021,budget,12310.0
2024,expenditure,municipal,1120,52111,1120-52111,Log Cabin,2022,budget,12699.0
2024,expenditure,municipal,1120,52111,1120-52111,Log Cabin,2023,budget,12415.0
2024,expenditure,municipal,1120,52111,1120-52111,Log Cabin,2024,budget,15524.0
2024,expenditure,municipal,1120,52114,1120-52114,Masonic Hall (new),2021,budget,4520.0
2024,expenditure,municipal,1120,52114,1120-52114,Masonic Hall (new),2022,budget,8721.0
2024,expenditure,municipal,1120,52114,1120-52114,Masonic Hall (new),2023,budget,14386.0
2024,expenditure,municipal,1120,52114,1120-52114,Masonic Hall (new),2024,budget,15485.0
2024,expenditure,municipal,1120,53001,1120-53001,Capital Outlay,2021,budget,0.0
2024,expenditure,municipal,1120,53001,1120-53001,Capital Outlay,2022,budget,0.0
2024,expenditure,municipal,1120,53001,1120-53001,Capital Outlay,2023,budget,0.0
2024,expenditure,municipal,1120,53001,1120-53001,Capital Outlay,2024,budget,
2024,expenditure,municipal,1200,51011,1200-51011,Salaries and Wages,2021,budget,967661.0
2024,expenditure,municipal,1200,51011,1200-51011,Salaries and Wages,2022,budget,986297.0
2024,expenditure,municipal,1200,51011,1200-51011,Salaries and Wages,2023,budget,1015844.0
2024,expenditure,municipal,1200,51011,1200-51011,Salaries and Wages,2024,budget,1100912.0
2024,expenditure,municipal,1200,51012,1200-51012,Part-Time Wages,2021,budget,24293.0
2024,expenditure,municipal,1200,51012,1200-51012,Part-Time Wages,2022,budget,24534.0
2024,expenditure,municipal,1200,51012,1200-51012,Part-Time Wages,2023,budget,27221.0
2024,expenditure,municipal,1200,51012,1200-51012,Part-Time Wages,2024,budget,28250.0
2024,expenditure,municipal,1200,51013,1200-51013,Overtime,2021,budget,96204.0
2024,expenditure,municipal,1200,51013,1200-51013,Overtime,2022,budget,101982.0
2024,expenditure,municipal,1200,51013,1200-51013,Overtime,2023,budget,105104.0
2024,expenditure,municipal,1200,51013,1200-51013,Overtime,2024,budget,113170.0
2024,expenditure,municipal,1200,51014,1200-51014,Contract Incentives,2021,budget,12000.0
2024,expenditure,municipal,1200,51014,1200-51014,Contract Incentives,2022,budget,12000.0
2024,expenditure,municipal,1200,51014,1200-51014,Contract Incentives,2023,budget,12000.0
2024,expenditure,municipal,1200,51014,1200-51014,Contract Incentives,2024,budget,12850.0
2024,expenditure,municipal,1200,51019,1200-51019,Uniform Cleaning,2021,budget,8000.0
2024,expenditure,municipal,1200,51019,1200-51019,Uniform Cleaning,2022,budget,8000.0
2024,expenditure,municipal,1200,51019,1200-51019,Uniform Cleaning,2023,budget,8000.0
2024,expenditure,municipal,1200,51019,1200-51019,Uniform Cleaning,2024,budget,8000.0
2024,expenditure,municipal,1200,52021,1200-52021,Gas/Oil,2021,budget,22440.0
2024,expenditure,municipal,1200,52021,1200-52021,Gas/Oil,2022,budget,20000.0
2024,expenditure,municipal,1200,52021,1200-52021,Gas/Oil,2023,budget,43800.0
2024,expenditure,municipal,1200,52021,1200-52021,Gas/Oil,2024,budget,25920.0
2024,expenditure,municipal,1200,52022,1200-52022,Vehicle Repairs and Maintenance,2021,budget,17800.0
2024,expenditure,municipal,1200,52022,1200-52022,Vehicle Repairs and Maintenance,2022,budget,17800.0
2024,expenditure,municipal,1200,52022,1200-52022,Vehicle Repairs and Maintenance,2023,budget,21500.0
2024,expenditure,municipal,1200,52022,1200-52022,Vehicle Repairs and Maintenance,2024,budget,25900.0
2024,expenditure,municipal,1200,52023,1200-52023,Uniforms,2021,budget,15100.0
2024,expenditure,municipal,1200,52023,1200-52023,Uniforms,2022,budget,15100.0
2024,expenditure,municipal,1200,52023,1200-52023,Uniforms,2023,budget,16550.0
2024,expenditure,municipal,1200,52023,1200-52023,Uniforms,2024,budget,19750.0
2024,expenditure,municipal,1200,52026,1200-52026,Professional Development,2021,budget,19365.0
2024,expenditure,municipal,1200,52026,1200-52026,Professional Development,2022,budget,22965.0
2024,expenditure,municipal,1200,52026,1200-52026,Professional Development,2023,budget,26925.0
2024,expenditure,municipal,1200,52026,1200-52026,Professional Development,2024,budget,31875.0
2024,expenditure,municipal,1200,52027,1200-52027,Supplies,2021,budget,13130.0
2024,expenditure,municipal,1200,52027,1200-52027,Supplies,2022,budget,13865.0
2024,expenditure,municipal,1200,52027,1200-52027,Supplies,2023,budget,14565.0
2024,expenditure,municipal,1200,52027,1200-52027,Supplies,2024,budget,15085.0
2024,expenditure,municipal,1200,52032,1200-52032,Telephone,2021,budget,7356.0
2024,expenditure,municipal,1200,52032,1200-52032,Telephone,2022,budget,3500.0
2024,expenditure,municipal,1200,52032,1200-52032,Telephone,2023,budget,3960.0
2024,expenditure,municipal,1200,52032,1200-52032,Telephone,2024,budget,4500.0
2024,expenditure,municipal,1200,52082,1200-52082,Transfer to Technology Reserve,2024,budget,4000.0
2024,expenditure,municipal,1200,52119,1200-52119,Photo/Ammo/Print,2021,budget,10980.0
2024,expenditure,municipal,1200,52119,1200-52119,Photo/Ammo/Print,2022,budget,11180.0
2024,expenditure,municipal,1200,52119,1200-52119,Photo/Ammo/Print,2023,budget,11305.0
2024,expenditure,municipal,1200,52119,1200-52119,Photo/Ammo/Print,2024,budget,12005.0
2024,expenditure,municipal,1200,52121,1200-52121,Radio Repairs,2021,budget,16262.0
2024,expenditure,municipal,1200,52121,1200-52121,Radio Repairs,2022,budget,16663.0
2024,expenditure,municipal,1200,52121,1200-52121,Radio Repairs,2023,budget,18076.0
2024,expenditure,municipal,1200,52121,1200-52121,Radio Repairs,2024,budget,19800.0
2024,expenditure,municipal,1200,52122,1200-52122,Metro Regional Crime Lab,2021,budget,5117.0
2024,expenditure,municipal,1200,52122,1200-52122,Metro Regional Crime Lab,2022,budget,5117.0
2024,expenditure,municipal,1200,52122,1200-52122,Metro Regional Crime Lab,2023,budget,5110.0
2024,expenditure,municipal,1200,52122,1200-52122,Metro Regional Crime Lab,2024,budget,5110.0
2024,expenditure,municipal,1200,53001,1200-53001,Police Capital Outlays,2021,budget,10000.0
2024,expenditure,municipal,1200,53001,1200-53001,Police Capital Outlays,2022,budget,10000.0
2024,expenditure,municipal,1200,53001,1200-53001,Police Capital Outlays,2023,budget,10000.0
2024,expenditure,municipal,1200,53001,1200-53001,Police Capital Outlays,2024,budget,10000.0
2024,expenditure,municipal,1210,51011,1210-51011,Salaries and Wages,2021,budget,320529.0
2024,expenditure,municipal,1210,51011,1210-51011,Salaries and Wages,2022,budget,339694.0
2024,expenditure,municipal,1210,51011,1210-51011,Salaries and Wages,2023,budget,381011.0
2024,expenditure,municipal,1210,51011,1210-51011,Salaries and Wages,2024,budget,736740.0
2024,expenditure,municipal,1210,51012,1210-51012,Part-Time Wages,2021,budget,95000.0
2024,expenditure,municipal,1210,51012,1210-51012,Part-Time Wages,2022,budget,100000.0
2024,expenditure,municipal,1210,51012,1210-51012,Part-Time Wages,2023,budget,110000.0
2024,expenditure,municipal,1210,51012,1210-51012,Part-Time Wages,2024,budget,110000.0
2024,expenditure,municipal,1210,51013,1210-51013,Overtime,2021,budget,0.0
2024,expenditure,municipal,1210,51013,1210-51013,Overtime,2022,budget,5000.0
2024,expenditure,municipal,1210,51013,1210-51013,Overtime,2023,budget,7500.0
2024,expenditure,municipal,1210,51013,1210-51013,Overtime,2024,budget,11000.0
2024,expenditure,municipal,1210,51017,1210-51017,Stipends,2021,budget,4000.0
2024,expenditure,municipal,1210,51017,1210-51017,Stipends,2022,budget,4000.0
2024,expenditure,municipal,1210,51017,1210-51017,Stipends,2023,budget,4000.0
2024,expenditure,municipal,1210,51017,1210-51017,Stipends,2024,budget,4000.0
2024,expenditure,municipal,1210,51123,1210-51123,Paramedic,2021,budget,143000.0
2024,expenditure,municipal,1210,51123,1210-51123,Paramedic,2022,budget,178200.0
2024,expenditure,municipal,1210,51123,1210-51123,Paramedic,2023,budget,213000.0
2024,expenditure,municipal,1210,51123,1210-51123,Paramedic,2024,budget,123650.0
2024,expenditure,municipal,1210,52021,1210-52021,Gas/Oil,2021,budget,20000.0
2024,expenditure,municipal,1210,52021,1210-52021,Gas/Oil,2022,budget,15000.0
2024,expenditure,municipal,1210,52021,1210-52021,Gas/Oil,2023,budget,20350.0
2024,expenditure,municipal,1210,52021,1210-52021,Gas/Oil,2024,budget,26220.0
2024,expenditure,municipal,1210,52022,1210-52022,Vehicle Repairs & Maintenance,2021,budget,15000.0
2024,expenditure,municipal,1210,52022,1210-52022,Vehicle Repairs & Maintenance,2022,budget,25000.0
2024,expenditure,municipal,1210,52022,1210-52022,Vehicle Repairs & Maintenance,2023,budget,20000.0
2024,expenditure,municipal,1210,52022,1210-52022,Vehicle Repairs & Maintenance,2024,budget,20000.0
2024,expenditure,municipal,1210,52023,1210-52023,Uniforms,2021,budget,7000.0
2024,expenditure,municipal,1210,52023,1210-52023,Uniforms,2022,budget,8500.0
2024,expenditure,municipal,1210,52023,1210-52023,Uniforms,2023,budget,8500.0
2024,expenditure,municipal,1210,52023,1210-52023,Uniforms,2024,budget,13350.0
2024,expenditure,municipal,1210,52024,1210-52024,Dues/Memberships,2021,budget,8000.0
2024,expenditure,municipal,1210,52024,1210-52024,Dues/Memberships,2022,budget,8000.0
2024,expenditure,municipal,1210,52024,1210-52024,Dues/Memberships,2023,budget,7000.0
2024,expenditure,municipal,1210,52024,1210-52024,Dues/Memberships,2024,budget,7000.0
2024,expenditure,municipal,1210,52026,1210-52026,Professional Development,2021,budget,3500.0
2024,expenditure,municipal,1210,52026,1210-52026,Professional Development,2022,budget,3500.0
2024,expenditure,municipal,1210,52026,1210-52026,Professional Development,2023,budget,3500.0
2024,expenditure,municipal,1210,52026,1210-52026,Professional Development,2024,budget,3500.0
2024,expenditure,municipal,1210,52027,1210-52027,Supplies,2021,budget,3500.0
2024,expenditure,municipal,1210,52027,1210-52027,Supplies,2022,budget,2500.0
2024,expenditure,municipal,1210,52027,1210-52027,Supplies,2023,budget,2500.0
2024,expenditure,municipal,1210,52027,1210-52027,Supplies,2024,budget,3250.0
2024,expenditure,municipal,1210,52030,1210-52030,Fuel Oil/Propane,2021,budget,6840.0
2024,expenditure,municipal,1210,52030,1210-52030,Fuel Oil/Propane,2022,budget,500.0
2024,expenditure,municipal,1210,52030,1210-52030,Fuel Oil/Propane,2023,budget,500.0
2024,expenditure,municipal,1210,52030,1210-52030,Fuel Oil/Propane,2024,budget,0.0
2024,expenditure,municipal,1210,52031,1210-52031,Power,2021,budget,8000.0
2024,expenditure,municipal,1210,52031,1210-52031,Power,2022,budget,0.0
2024,expenditure,municipal,1210,52031,1210-52031,Power,2023,budget,0.0
2024,expenditure,municipal,1210,52031,1210-52031,Power,2024,budget,0.0
2024,expenditure,municipal,1210,52032,1210-52032,Telephone,2021,budget,7500.0
2024,expenditure,municipal,1210,52032,1210-52032,Telephone,2022,budget,4100.0
2024,expenditure,municipal,1210,52032,1210-52032,Telephone,2023,budget,6000.0
2024,expenditure,municipal,1210,52032,1210-52032,Telephone,2024,budget,5000.0
2024,expenditure,municipal,1210,52033,1210-52033,Water,2021,budget,1800.0
2024,expenditure,municipal,1210,52033,1210-52033,Water,2022,budget,0.0
2024,expenditure,municipal,1210,52033,1210-52033,Water,2023,budget,0.0
2024,expenditure,municipal,1210,52033,1210-52033,Water,2024,budget,0.0
2024,expenditure,municipal,1210,52037,1210-52037,Auto Allowances/Mileage,2021,budget,2500.0
2024,expenditure,municipal,1210,52037,1210-52037,Auto Allowances/Mileage,2022,budget,2500.0
2024,expenditure,municipal,1210,52037,1210-52037,Auto Allowances/Mileage,2023,budget,1500.0
2024,expenditure,municipal,1210,52037,1210-52037,Auto Allowances/Mileage,2024,budget,500.0
2024,expenditure,municipal,1210,52040,1210-52040,Equipment Repairs & Maintenance,2021,budget,15000.0
2024,expenditure,municipal,1210,52040,1210-52040,Equipment Repairs & Maintenance,2022,budget,15000.0
2024,expenditure,municipal,1210,52040,1210-52040,Equipment Repairs & Maintenance,2023,budget,16000.0
2024,expenditure,municipal,1210,52040,1210-52040,Equipment Repairs & Maintenance,2024,budget,19000.0
2024,expenditure,municipal,1210,52043,1210-52043,Building Repairs & Maintenance,2021,budget,5000.0
2024,expenditure,municipal,1210,52043,1210-52043,Building Repairs & Maintenance,2022,budget,0.0
2024,expenditure,municipal,1210,52043,1210-52043,Building Repairs & Maintenance,2023,budget,0.0
2024,expenditure,municipal,1210,52043,1210-52043,Building Repairs & Maintenance,2024,budget,0.0
2024,expenditure,municipal,1210,52060,1210-52060,Miscellaneous,2021,budget,5500.0
2024,expenditure,municipal,1210,52060,1210-52060,Miscellaneous,2022,budget,6600.0
2024,expenditure,municipal,1210,52060,1210-52060,Miscellaneous,2023,budget,6600.0
2024,expenditure,municipal,1210,52060,1210-52060,Miscellaneous,2024,budget,6000.0
2024,expenditure,municipal,1210,52082,1210-52082,Transfer to Technology Reserve,2024,budget,4000.0
2024,expenditure,municipal,1210,52125,1210-52125,Fire-Rescue Equipment,2021,budget,17000.0
2024,expenditure,municipal,1210,52125,1210-52125,Fire-Rescue Equipment,2022,budget,17000.0
2024,expenditure,municipal,1210,52125,1210-52125,Fire-Rescue Equipment,2023,budget,12000.0
2024,expenditure,municipal,1210,52125,1210-52125,Fire-Rescue Equipment,2024,budget,16500.0
